,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,priors_count.1,two_year_recid
1253,1,22,1,0,0,0,0,0,0,0
1254,1,35,1,0,0,0,4,0,4,1
1255,0,54,0,0,0,0,1,0,1,0
1256,1,58,0,0,0,0,2,0,2,0
1257,0,32,0,0,0,0,0,0,0,1
1258,0,39,1,0,0,0,22,0,22,1
1259,1,30,0,0,0,0,9,1,9,1
1260,1,20,1,0,0,0,0,0,0,1
1261,1,40,1,0,0,0,0,1,0,0
1262,0,45,0,0,0,0,5,1,5,0
1263,1,31,1,0,0,0,4,0,4,1
1264,1,23,1,0,0,0,4,0,4,0
1265,1,26,1,0,0,0,0,1,0,1
1266,0,53,0,0,0,0,1,1,1,0
1267,1,44,0,0,0,0,0,1,0,0
1268,0,44,0,0,0,0,1,1,1,0
1269,1,21,0,0,0,0,0,0,0,1
1270,1,28,1,0,0,0,0,1,0,0
1271,1,28,0,0,0,0,2,1,2,0
1272,1,24,1,0,0,0,0,0,0,1
1273,1,28,1,0,0,0,0,0,0,0
1274,1,53,0,0,0,0,4,0,4,0
1275,1,47,1,0,0,0,1,0,1,0
1276,1,20,1,0,0,0,1,0,1,0
1277,1,21,1,0,0,0,0,1,0,0
1278,1,30,1,0,0,0,1,0,1,1
1279,1,37,0,0,0,0,1,1,1,1
1280,1,60,1,0,0,0,1,0,1,0
1281,1,26,1,0,0,0,1,1,1,1
1282,1,30,0,0,0,0,0,1,0,0
1283,1,26,0,0,0,0,2,0,2,1
1284,0,26,1,0,0,0,5,0,5,1
1285,1,21,1,0,0,0,0,0,0,0
1286,0,39,1,0,0,0,1,0,1,0
1287,1,30,1,0,0,0,0,0,0,0
1288,1,44,1,0,0,0,2,0,2,0
1289,1,45,0,0,0,0,0,1,0,0
1290,1,30,1,0,0,0,1,0,1,0
1291,1,38,1,0,0,0,2,0,2,0
1292,1,23,0,0,0,0,6,0,6,1
1293,1,37,1,0,0,0,1,0,1,0
1294,1,46,1,0,0,0,0,1,0,0
1295,1,42,1,0,0,0,0,0,0,0
1296,0,20,1,0,0,0,0,0,0,1
1297,1,65,0,0,0,0,2,1,2,0
1298,1,54,0,0,0,0,4,1,4,0
1299,1,47,1,0,0,0,7,0,7,1
1300,1,39,1,0,0,0,5,0,5,1
1301,1,26,0,0,0,0,0,0,0,1
1302,1,29,0,0,0,0,7,1,7,1
1303,1,51,0,0,0,0,7,0,7,1
1304,1,44,1,0,0,0,0,1,0,0
1305,1,49,0,0,0,0,12,1,12,0
1306,1,22,1,0,0,0,0,0,0,1
1307,1,32,1,0,0,0,4,1,4,1
1308,1,27,1,0,0,0,0,1,0,0
1309,1,30,0,0,0,0,0,1,0,0
1310,1,22,1,0,3,1,6,0,6,1
1311,1,20,1,2,0,0,2,0,2,1
1312,1,28,1,0,0,0,11,1,11,0
1313,1,45,1,0,0,0,0,1,0,0
1314,0,51,0,0,0,0,5,0,5,0
1315,1,27,1,0,0,0,4,0,4,1
1316,1,32,1,0,0,0,0,0,0,1
1317,1,43,1,0,0,0,2,0,2,0
1318,0,63,1,0,0,0,1,0,1,0
1319,1,37,0,0,0,0,2,0,2,0
1320,1,26,1,0,0,0,0,0,0,1
1321,1,32,1,1,2,0,17,0,17,1
1322,1,26,1,0,0,0,0,1,0,0
1323,1,32,1,0,0,0,4,0,4,0
1324,1,39,1,0,0,0,3,0,3,0
1325,0,58,1,0,0,0,4,0,4,0
1326,1,33,1,0,0,0,0,1,0,0
1327,0,22,0,0,0,1,1,1,1,0
1328,1,26,1,0,0,0,6,1,6,1
1329,1,21,1,2,0,1,2,0,2,1
1330,0,29,1,0,0,0,1,0,1,1
1331,1,31,0,0,0,0,0,0,0,1
1332,1,43,0,0,0,0,2,0,2,0
1333,1,23,1,0,0,0,0,1,0,0
1334,1,25,0,0,0,0,0,0,0,0
1335,1,22,1,0,0,0,6,0,6,0
1336,1,30,1,0,0,0,6,0,6,0
1337,1,25,1,0,3,1,15,0,15,1
1338,1,20,1,0,0,1,0,0,0,1
1339,1,39,1,0,0,0,0,0,0,0
1340,1,31,1,0,0,0,3,0,3,1
1341,1,33,1,0,0,0,1,0,1,1
1342,1,59,1,0,0,0,1,0,1,0
1343,1,21,1,0,0,2,1,0,1,0
1344,1,53,1,0,0,0,8,0,8,1
1345,1,34,0,0,0,0,2,1,2,0
1346,1,36,0,0,0,0,6,0,6,0
1347,1,23,1,0,0,0,0,0,0,0
1348,1,32,1,0,0,0,2,1,2,0
1349,1,32,1,0,0,0,11,1,11,1
1350,0,66,0,0,0,0,1,1,1,0
1351,1,66,1,0,0,0,0,1,0,0
1352,0,24,0,0,0,0,0,1,0,0
1353,1,30,1,0,0,0,7,0,7,1
1354,1,28,1,0,0,0,1,1,1,0
1355,1,43,0,0,0,0,4,0,4,1
1356,1,35,1,0,0,0,3,1,3,0
1357,1,19,1,3,0,0,2,0,2,1
1358,1,33,0,0,0,0,0,0,0,1
1359,1,22,1,0,0,0,1,1,1,1
1360,1,29,1,0,0,0,0,0,0,0
1361,0,23,1,0,0,0,0,1,0,0
1362,1,62,1,0,0,0,15,0,15,0
1363,0,33,0,0,0,0,0,1,0,0
1364,1,35,1,0,0,0,1,1,1,0
1365,1,53,0,0,0,0,0,0,0,0
1366,1,59,0,0,0,0,17,0,17,1
1367,0,48,0,0,0,0,0,1,0,0
1368,0,33,1,0,0,0,1,0,1,0
1369,1,44,0,0,0,0,0,1,0,0
1370,1,31,0,0,0,0,10,0,10,1
1371,1,28,1,0,0,1,2,0,2,1
1372,1,56,1,0,0,0,9,0,9,0
1373,1,51,1,0,0,0,1,0,1,0
1374,1,23,1,0,0,0,0,0,0,1
1375,1,21,1,0,0,0,0,0,0,0
1376,1,26,0,0,0,0,0,0,0,0
1377,1,22,1,0,3,0,3,0,3,0
1378,1,29,1,0,0,0,0,1,0,0
1379,1,20,1,0,1,1,2,0,2,1
1380,1,44,0,0,0,0,0,1,0,0
1381,1,41,1,0,0,0,2,0,2,0
1382,0,28,1,0,0,1,4,0,4,0
1383,1,27,0,0,0,0,1,1,1,1
1384,1,31,0,0,0,0,7,1,7,0
1385,1,23,0,0,0,0,5,0,5,1
1386,1,33,1,0,0,0,16,1,16,1
1387,1,26,1,0,0,0,3,0,3,1
1388,1,20,1,0,0,2,0,0,0,0
1389,1,55,0,0,0,0,2,1,2,1
1390,1,36,1,0,0,0,0,0,0,0
1391,1,48,1,0,0,0,4,0,4,1
1392,1,22,1,0,0,0,5,0,5,1
1393,1,23,1,1,0,0,1,1,1,0
1394,1,34,1,0,2,1,19,0,19,1
1395,0,59,0,0,0,0,1,0,1,0
1396,1,37,0,0,0,0,0,0,0,1
1397,0,28,0,0,0,0,0,0,0,1
1398,1,20,1,1,0,1,1,0,1,1
1399,1,31,1,0,0,0,0,0,0,0
1400,0,38,1,0,0,0,14,0,14,1
1401,1,33,1,0,0,0,0,0,0,1
1402,1,27,1,0,0,0,3,0,3,1
1403,1,25,0,0,0,0,2,1,2,1
1404,0,42,1,0,0,0,2,0,2,0
1405,1,22,1,0,0,0,3,0,3,1
1406,1,21,1,0,0,0,0,0,0,0
1407,1,57,0,0,0,0,15,0,15,0
1408,1,45,0,0,0,0,1,0,1,1
1409,0,21,1,0,0,0,1,1,1,1
1410,1,52,0,0,0,0,2,1,2,0
1411,1,29,0,0,0,0,0,1,0,0
1412,0,37,1,0,0,0,0,1,0,0
1413,1,34,0,0,0,1,0,0,0,0
1414,1,53,1,0,0,0,0,1,0,1
1415,0,30,1,0,0,0,8,0,8,1
1416,1,35,1,0,0,0,0,1,0,0
1417,1,28,0,0,0,0,1,0,1,0
1418,1,21,1,0,0,0,1,0,1,0
1419,1,22,1,0,0,0,1,0,1,0
1420,1,42,0,0,0,0,1,1,1,1
1421,1,26,1,0,0,0,3,0,3,1
1422,1,54,1,0,0,0,9,1,9,0
1423,1,39,1,0,0,0,1,0,1,1
1424,1,30,1,2,0,0,20,0,20,1
1425,0,26,1,0,0,0,1,0,1,1
1426,1,41,1,0,0,0,0,1,0,0
1427,1,23,0,1,0,1,5,1,5,1
1428,1,43,0,0,0,0,1,0,1,1
1429,1,22,1,0,0,0,0,1,0,1
1430,1,42,1,0,0,0,3,1,3,0
1431,0,27,0,0,0,0,6,0,6,1
1432,0,42,1,0,0,0,2,1,2,0
1433,1,25,1,0,0,0,8,0,8,1
1434,1,49,1,0,0,0,4,1,4,0
1435,1,26,1,1,0,0,7,0,7,1
1436,1,52,0,0,0,0,1,0,1,0
1437,0,60,0,0,0,0,2,0,2,0
1438,0,23,1,0,0,0,0,1,0,0
1439,1,30,1,0,0,0,2,1,2,0
1440,1,48,1,0,0,0,9,0,9,1
1441,1,32,1,0,0,0,2,0,2,1
